epoch,accuracy,epoch_seconds,learning_rate,loss,train_examples,train_examples_per_second,val_accuracy,val_balanced_accuracy,val_class_0_f1,val_class_0_precision,val_class_0_recall,val_class_0_support,val_class_1_f1,val_class_1_precision,val_class_1_recall,val_class_1_support,val_class_2_f1,val_class_2_precision,val_class_2_recall,val_class_2_support,val_class_3_f1,val_class_3_precision,val_class_3_recall,val_class_3_support,val_class_4_f1,val_class_4_precision,val_class_4_recall,val_class_4_support,val_class_5_f1,val_class_5_precision,val_class_5_recall,val_class_5_support,val_class_6_f1,val_class_6_precision,val_class_6_recall,val_class_6_support,val_loss,val_macro_f1
11,0.47523319721221924,37.27914954999869,0.0003000000142492354,1.3623442649841309,75363.0,2021.5858169973367,0.4710252583026886,0.39160963384323766,0.2776392352452203,0.3630434782608696,0.22476446837146702,743.0,0.047619047619047616,1.0,0.024390243902439025,82.0,0.19072615923009625,0.2906666666666667,0.14192708333333334,768.0,0.686950146627566,0.6794778825235678,0.6945885841363973,1349.0,0.3915581499775483,0.3315589353612167,0.4780701754385965,912.0,0.6293245469522241,0.6221498371335505,0.6366666666666667,600.0,0.4638082065467958,0.4059725585149314,0.5408602150537635,930.0,1.3609188795089722,0.3839464988854998
12,0.48227909207344055,37.43307692599774,0.0003000000142492354,1.3476980924606323,75363.0,2013.2729176654848,0.47176820039749146,0.392964100489175,0.3213213213213213,0.3633276740237691,0.288021534320323,743.0,0.047619047619047616,1.0,0.024390243902439025,82.0,0.18243243243243243,0.25961538461538464,0.140625,768.0,0.6920903954802259,0.6608226567768037,0.72646404744255,1349.0,0.38143289606458125,0.3532710280373832,0.4144736842105263,912.0,0.6120556414219476,0.5706051873198847,0.66,600.0,0.44854368932038835,0.4088495575221239,0.4967741935483871,930.0,1.3476428985595703,0.383642203379992
13,0.48499926924705505,37.43005266599357,0.0003000000142492354,1.3331836462020874,75363.0,2013.435585370409,0.4777117371559143,0.4022567304733295,0.27668659265584966,0.37850467289719625,0.2180349932705249,743.0,0.19354838709677422,0.8181818181818182,0.10975609756097561,82.0,0.17537313432835822,0.3092105263157895,0.12239583333333333,768.0,0.680577849117175,0.6002265005662514,0.7857672349888807,1349.0,0.38060479666319086,0.3628230616302187,0.40021929824561403,912.0,0.6176935229067931,0.5870870870870871,0.6516666666666666,600.0,0.4603844350679793,0.4081463009143807,0.5279569892473118,930.0,1.333211898803711,0.3978383882623029
14,0.49549514055252075,37.19040290499106,0.0003000000142492354,1.316849708557129,75363.0,2026.4098830154396,0.4817979335784912,0.4184223394229885,0.36835278858625164,0.35544430538172717,0.3822341857335128,743.0,0.23762376237623759,0.631578947368421,0.14634146341463414,82.0,0.24246877296105807,0.2782462057335582,0.21484375,768.0,0.6962457337883959,0.6451612903225806,0.7561156412157154,1349.0,0.3788725241239208,0.35288552507095555,0.40899122807017546,912.0,0.6365159128978225,0.6397306397306397,0.6333333333333333,600.0,0.43087971274685816,0.48582995951417,0.3870967741935484,930.0,1.3332419395446777,0.42727988678293494
15,0.49881240725517273,37.13790048599185,0.0003000000142492354,1.3024015426635742,75363.0,2029.2746497187256,0.49127042293548584,0.4183463997377526,0.31535947712418305,0.40124740124740127,0.2597577388963661,743.0,0.17582417582417584,0.8888888888888888,0.0975609756097561,82.0,0.20559062218214608,0.3343108504398827,0.1484375,768.0,0.7100633356790992,0.6758204956463496,0.7479614529280949,1349.0,0.38997493734335836,0.3591874422899354,0.42653508771929827,912.0,0.6317388003037205,0.5801952580195258,0.6933333333333334,600.0,0.4712328767123287,0.4095238095238095,0.5548387096774193,930.0,1.3124645948410034,0.41425488930985876
16,0.5029391050338745,37.393525570994825,0.0003000000142492354,1.291818380355835,75363.0,2015.4023684372007,0.49164190888404846,0.4081862754577487,0.3269069572506286,0.43333333333333335,0.26244952893674295,743.0,0.0697674418604651,0.75,0.036585365853658534,82.0,0.20300751879699247,0.36486486486486486,0.140625,768.0,0.7034388832141641,0.6505037783375315,0.765752409191994,1349.0,0.35780885780885785,0.3818407960199005,0.3366228070175439,912.0,0.6392405063291139,0.608433734939759,0.6733333333333333,600.0,0.4760765550239235,0.37832699619771865,0.6419354838709678,930.0,1.3125724792480469,0.39660667432630653
17,0.511855959892273,37.1352035519958,0.0003000000142492354,1.2771795988082886,75363.0,2029.4220252348578,0.5011144280433655,0.43435520430273444,0.3704775687409551,0.40062597809076683,0.3445491251682369,743.0,0.21782178217821782,0.5789473684210527,0.13414634146341464,82.0,0.26836581709145424,0.31625441696113077,0.23307291666666666,768.0,0.7157237070461646,0.672976501305483,0.7642698295033358,1349.0,0.36959064327485386,0.39598997493734334,0.34649122807017546,912.0,0.6335118592195869,0.5855728429985856,0.69,600.0,0.478324403312226,0.43722172751558325,0.5279569892473118,930.0,1.2994489669799805,0.4362593972662084
18,0.517190158367157,37.511414048000006,0.0003000000142492354,1.2644495964050293,75363.0,2009.0684905550268,0.5092867612838745,0.4422409035065281,0.40950639853747717,0.3741648106904232,0.4522207267833109,743.0,0.22916666666666669,0.7857142857142857,0.13414634146341464,82.0,0.23657870791628755,0.39274924471299094,0.16927083333333334,768.0,0.720261913423063,0.7071428571428572,0.7338769458858414,1349.0,0.40444679724722077,0.390992835209826,0.41885964912280704,912.0,0.6558497011101623,0.6725043782837128,0.64,600.0,0.47951012717852104,0.4266554903604359,0.5473118279569893,930.0,1.2924401760101318,0.44790290172562836
19,0.5216485261917114,37.52541964899865,0.0003000000142492354,1.2547274827957153,75363.0,2008.318646531406,0.5003714561462402,0.43625477474190716,0.33523189585028484,0.42386831275720166,0.2772543741588156,743.0,0.22448979591836735,0.6875,0.13414634146341464,82.0,0.27867590454195534,0.3408662900188324,0.23567708333333334,768.0,0.7194844579226686,0.7362296353762606,0.7034840622683469,1349.0,0.4201605709188225,0.35413533834586464,0.5164473684210527,912.0,0.6249056603773585,0.5710344827586207,0.69,600.0,0.4770263293753227,0.45878848063555117,0.4967741935483871,930.0,1.2959808111190796,0.43999637355782567
20,0.5234265923500061,36.837964436999755,0.0003000000142492354,1.2461581230163574,75363.0,2045.7970778729025,0.5167161822319031,0.44996122153480894,0.395112016293279,0.39863013698630134,0.3916554508748318,743.0,0.26262626262626265,0.7647058823529411,0.15853658536585366,82.0,0.2513089005235602,0.38095238095238093,0.1875,768.0,0.7227241139680335,0.6801831262262917,0.770941438102298,1349.0,0.418352244696596,0.38026905829596414,0.4649122807017544,912.0,0.6569814366424537,0.6369327073552425,0.6783333333333333,600.0,0.48583420776495284,0.47438524590163933,0.4978494623655914,930.0,1.2790151834487915,0.456134168930734
21,0.5309236645698547,37.38309101299092,0.0003000000142492354,1.2307348251342773,75363.0,2015.9649177701963,0.5122585296630859,0.4537465809378331,0.4082421120412106,0.391358024691358,0.4266487213997308,743.0,0.26666666666666666,0.6086956521739131,0.17073170731707318,82.0,0.2791461412151067,0.37777777777777777,0.22135416666666666,768.0,0.7218667670304854,0.7331804281345565,0.7108969607116382,1349.0,0.3976293103448276,0.3908898305084746,0.40460526315789475,912.0,0.657074340527578,0.631336405529954,0.685,600.0,0.4868421052631579,0.4323873121869783,0.556989247311828,930.0,1.282778024673462,0.45963820615557616
22,0.5355944037437439,37.12819091399433,0.0003000000142492354,1.2231541872024536,75363.0,2029.805335104389,0.5139301419258118,0.4428330556121608,0.3527559055118111,0.4250474383301708,0.30148048452220727,743.0,0.2105263157894737,0.7692307692307693,0.12195121951219512,82.0,0.26595744680851063,0.4166666666666667,0.1953125,768.0,0.7261101243339253,0.6971350613915416,0.7575982209043736,1349.0,0.41634980988593157,0.3674496644295302,0.48026315789473684,912.0,0.6458492003046458,0.5946704067321178,0.7066666666666667,600.0,0.4884973078805677,0.44833782569631625,0.5365591397849462,930.0,1.2691706418991089,0.4437208729306951
23,0.5367222428321838,37.34262889099773,0.0003000000142492354,1.2138599157333374,75363.0,2018.149290452551,0.5191307663917542,0.4636885343781292,0.3975240715268226,0.40646976090014064,0.38896366083445494,743.0,0.3063063063063063,0.5862068965517241,0.2073170731707317,82.0,0.29824561403508776,0.38477366255144035,0.24348958333333334,768.0,0.724519940915805,0.7218543046357616,0.7272053372868792,1349.0,0.3993362831858407,0.4029017857142857,0.3958333333333333,912.0,0.6453576864535769,0.5938375350140056,0.7066666666666667,600.0,0.5058990089664936,0.4507989907485282,0.5763440860215053,930.0,1.2729175090789795,0.46816984448427607
24,0.5437283515930176,37.28136215200357,0.0003000000142492354,1.2033261060714722,75363.0,2021.4658384189393,0.5239598751068115,0.47420457878048955,0.3965014577259476,0.43243243243243246,0.36608344549125166,743.0,0.37288135593220345,0.6111111111111112,0.2682926829268293,82.0,0.3172205438066465,0.3776978417266187,0.2734375,768.0,0.7350620067643743,0.7454268292682927,0.7249814677538917,1349.0,0.4318788958147819,0.36356821589205396,0.5317982456140351,912.0,0.6717044500419815,0.676818950930626,0.6666666666666666,600.0,0.4892241379310345,0.490280777537797,0.4881720430107527,930.0,1.2691314220428467,0.4877818354309956
25,0.5440866351127625,36.967339772993,0.0003000000142492354,1.201167345046997,75363.0,2038.6373610539722,0.518945038318634,0.4670813314719563,0.43813604713444027,0.3638790035587189,0.550471063257066,743.0,0.3423423423423424,0.6551724137931034,0.23170731707317074,82.0,0.29156010230179025,0.4222222222222222,0.22265625,768.0,0.721299894030378,0.6889338731443995,0.7568569310600445,1349.0,0.41495523959978936,0.39918946301925023,0.43201754385964913,912.0,0.6595394736842106,0.650974025974026,0.6683333333333333,600.0,0.4536205864751646,0.5114709851551957,0.4075268817204301,930.0,1.2700636386871338,0.4744933836525879
26,0.5482265949249268,37.90000947799126,0.0003000000142492354,1.1886012554168701,75363.0,1988.4691597178544,0.5161589980125427,0.4608289769817526,0.3776951672862454,0.4219269102990033,0.34185733512786004,743.0,0.2912621359223301,0.7142857142857143,0.18292682926829268,82.0,0.3355311355311355,0.38358458961474035,0.2981770833333333,768.0,0.7252234745433346,0.7622549019607843,0.6916234247590808,1349.0,0.4115267947421638,0.3818011257035647,0.44627192982456143,912.0,0.6640806826997673,0.6211901306240929,0.7133333333333334,600.0,0.4851063829787234,0.43291139240506327,0.5516129032258065,930.0,1.2744890451431274,0.4700608248148143
27,0.5535076856613159,37.8532390390028,0.0003000000142492354,1.1801382303237915,75363.0,1990.9260584635388,0.5172734260559082,0.4573821256417475,0.37285607755406414,0.4180602006688963,0.3364737550471063,743.0,0.2941176470588236,0.75,0.18292682926829268,82.0,0.3187250996015936,0.4106776180698152,0.2604166666666667,768.0,0.7292775665399239,0.7486338797814208,0.7108969607116382,1349.0,0.4062186559679037,0.37430683918669133,0.4440789473684211,912.0,0.6677685950413224,0.6622950819672131,0.6733333333333333,600.0,0.49373881932021463,0.4226646248085758,0.5935483870967742,930.0,1.2576745748519897,0.46895749444054946
28,0.5567320585250854,37.718715196009725,0.0003000000142492354,1.1703898906707764,75363.0,1998.0266986393183,0.5254457592964172,0.4607006824578117,0.37421383647798745,0.4499054820415879,0.3203230148048452,743.0,0.3047619047619048,0.6956521739130435,0.1951219512195122,82.0,0.2811671087533157,0.4380165289256198,0.20703125,768.0,0.7300380228136881,0.6839378238341969,0.7828020756115641,1349.0,0.42638623326959846,0.37796610169491524,0.48903508771929827,912.0,0.6645519429024584,0.6338880484114977,0.6983333333333334,600.0,0.4915590863952333,0.4566420664206642,0.532258064516129,930.0,1.2461211681365967,0.467525447910598
29,0.563897430896759,37.546550842002034,9.000000136438757e-05,1.1540040969848633,75363.0,2007.1883651079345,0.5263744592666626,0.47621480346652445,0.41234221598877985,0.43045387994143486,0.39569313593539707,743.0,0.3793103448275862,0.6470588235294118,0.2682926829268293,82.0,0.30282861896838603,0.41935483870967744,0.23697916666666666,768.0,0.7353680430879714,0.713091922005571,0.7590808005930318,1349.0,0.40887971089313374,0.38634146341463416,0.4342105263157895,912.0,0.6605222734254993,0.6125356125356125,0.7166666666666667,600.0,0.486,0.4542056074766355,0.5225806451612903,930.0,1.246698260307312,0.48360731531305096
30,0.5665645003318787,37.15901776601095,9.000000136438757e-05,1.1477771997451782,75363.0,2028.1214232991358,0.5282317996025085,0.47270074894055863,0.39572953736654803,0.4199395770392749,0.37415881561238223,743.0,0.3783783783783784,0.7241379310344828,0.25609756097560976,82.0,0.32174616006467255,0.42430703624733473,0.2591145833333333,768.0,0.7295081967213115,0.6763774540848638,0.7916975537435137,1349.0,0.40822784810126583,0.3932926829268293,0.4243421052631579,912.0,0.6682769726247988,0.6464174454828661,0.6916666666666667,600.0,0.4884556182657773,0.46712463199214915,0.5118279569892473,930.0,1.2416045665740967,0.48433181593182173
31,0.5696561932563782,37.02688454098825,9.000000136438757e-05,1.1392420530319214,75363.0,2035.358927283612,0.5286032557487488,0.46933982254355994,0.42857142857142855,0.41405269761606023,0.44414535666218036,743.0,0.33644859813084116,0.72,0.21951219512195122,82.0,0.3004149377593361,0.41418764302059496,0.23567708333333334,768.0,0.7280672268907562,0.6660516605166051,0.8028169014084507,1349.0,0.40431266846361186,0.39766702014846234,0.41118421052631576,912.0,0.6635071090047393,0.6306306306306306,0.7,600.0,0.4824175824175824,0.49325842696629213,0.4720430107526882,930.0,1.2482291460037231,0.47767707874832804
32,0.5712219476699829,37.20512195301126,9.000000136438757e-05,1.136331558227539,75363.0,2025.6081970428907,0.5273030996322632,0.4721731709259253,0.39337175792507206,0.4232558139534884,0.3674293405114401,743.0,0.36036036036036034,0.6896551724137931,0.24390243902439024,82.0,0.3133116883116883,0.41594827586206895,0.2513020833333333,768.0,0.7307142857142858,0.7050310130944176,0.7583395107487028,1349.0,0.41858090862685043,0.39159503342884433,0.44956140350877194,912.0,0.6682769726247988,0.6464174454828661,0.6916666666666667,600.0,0.4960707269155206,0.4566003616636528,0.543010752688172,930.0,1.2419044971466064,0.48295524292551095
33,0.5728938579559326,37.47012972099765,2.700000004551839e-05,1.1353607177734375,75363.0,2011.2820681741011,0.529346227645874,0.47899884857983405,0.4056338028169014,0.4254062038404727,0.3876177658142665,743.0,0.3793103448275862,0.6470588235294118,0.2682926829268293,82.0,0.32376395534290275,0.4176954732510288,0.2643229166666667,768.0,0.7319884726224785,0.7119831814996496,0.7531504818383988,1349.0,0.4118257261410789,0.390748031496063,0.43530701754385964,912.0,0.673015873015873,0.6424242424242425,0.7066666666666667,600.0,0.496524329692155,0.4612546125461255,0.5376344086021505,930.0,1.244382381439209,0.4888660720655679
34,0.5750302076339722,37.73037065000972,2.700000004551839e-05,1.13153874874115,75363.0,1997.409479463478,0.5317607522010803,0.47922135933737814,0.41844459738472123,0.428169014084507,0.40915208613728127,743.0,0.3826086956521739,0.6666666666666666,0.2682926829268293,82.0,0.3255813953488372,0.42379958246346555,0.2643229166666667,768.0,0.7333809864188705,0.7080745341614907,0.7605633802816901,1349.0,0.41641025641025636,0.3911368015414258,0.4451754385964912,912.0,0.6700083542188805,0.6716917922948074,0.6683333333333333,600.0,0.49900398406374497,0.4647495361781076,0.5387096774193548,930.0,1.2423733472824097,0.4922054670710692
35,0.575799822807312,37.434068009999464,2.700000004551839e-05,1.1281514167785645,75363.0,2013.2196153479467,0.5325037240982056,0.47865269881658035,0.4264305177111717,0.4317241379310345,0.42126514131897713,743.0,0.3684210526315789,0.65625,0.25609756097560976,82.0,0.32046014790468363,0.43429844097995546,0.25390625,768.0,0.7302491103202846,0.702258726899384,0.7605633802816901,1349.0,0.41911764705882354,0.4022177419354839,0.4375,912.0,0.6727574750830565,0.6705298013245033,0.675,600.0,0.4953681131155534,0.45316681534344333,0.546236559139785,930.0,1.2432186603546143,0.4904005805464503
36,0.5758926868438721,37.393907474994194,2.700000004551839e-05,1.1272562742233276,75363.0,2015.3817851316085,0.5321322679519653,0.480413695004842,0.40730337078651685,0.42584434654919234,0.39030955585464333,743.0,0.3760683760683761,0.6285714285714286,0.2682926829268293,82.0,0.32758620689655177,0.41141732283464566,0.2721354166666667,768.0,0.7347232207045291,0.7131891137473831,0.7575982209043736,1349.0,0.42455242966751916,0.39789069990412274,0.4550438596491228,912.0,0.668825910931174,0.6503937007874016,0.6883333333333334,600.0,0.4992420414350681,0.47092469018112487,0.5311827956989247,930.0,1.2431964874267578,0.4911859366413907
37,0.5773389935493469,37.39150450899615,2.700000004551839e-05,1.1261816024780273,75363.0,2015.5113036938153,0.5280460715293884,0.47386421146964885,0.4051172707889126,0.4292168674698795,0.3835800807537012,743.0,0.3652173913043478,0.6363636363636364,0.25609756097560976,82.0,0.32000000000000006,0.4149377593360996,0.2604166666666667,768.0,0.7306874557051737,0.6999321113374066,0.7642698295033358,1349.0,0.40731070496083555,0.38883349950149554,0.4276315789473684,912.0,0.6661197703035275,0.6558966074313409,0.6766666666666666,600.0,0.5,0.4594594594594595,0.5483870967741935,930.0,1.2430590391159058,0.48492179900897103
38,0.5800459384918213,37.29846841401013,2.700000004551839e-05,1.1245790719985962,75363.0,2020.5387299949289,0.5325037240982056,0.4798162791499972,0.40861709520500344,0.4224137931034483,0.39569313593539707,743.0,0.3793103448275862,0.6470588235294118,0.2682926829268293,82.0,0.32636655948553056,0.4264705882352941,0.2643229166666667,768.0,0.7329105003523608,0.6984553391537945,0.770941438102298,1349.0,0.42185903983656786,0.3948374760994264,0.45285087719298245,912.0,0.6726384364820848,0.6576433121019108,0.6883333333333334,600.0,0.4956298200514139,0.4748768472906404,0.5182795698924731,930.0,1.2421693801879883,0.49104739946293535
39,0.5771797895431519,37.00731429300504,8.099999831756577e-06,1.125653862953186,75363.0,2036.4352679936244,0.5319464802742004,0.4766576498988334,0.4175222450376454,0.42479108635097496,0.4104979811574697,743.0,0.35398230088495575,0.6451612903225806,0.24390243902439024,82.0,0.32810047095761385,0.41304347826086957,0.2721354166666667,768.0,0.7329545454545454,0.7034764826175869,0.765011119347665,1349.0,0.41846153846153844,0.3930635838150289,0.4473684210526316,912.0,0.6727272727272727,0.6672131147540984,0.6783333333333333,600.0,0.49691358024691357,0.47633136094674555,0.5193548387096775,930.0,1.243478536605835,0.48866599339578365
40,0.5791701674461365,37.36217119199864,8.099999831756577e-06,1.1230928897857666,75363.0,2017.093696528522,0.5310178399085999,0.47875630344803327,0.40646976090014064,0.4256259204712813,0.38896366083445494,743.0,0.3826086956521739,0.6666666666666666,0.2682926829268293,82.0,0.33204034134988364,0.4107485604606526,0.2786458333333333,768.0,0.7347375937165297,0.7086776859504132,0.7627872498146775,1349.0,0.4192721681189134,0.39364773820981713,0.44846491228070173,912.0,0.6710634789777411,0.6639477977161501,0.6783333333333333,600.0,0.4946889226100151,0.4670487106017192,0.5258064516129032,930.0,1.2446469068527222,0.49155442304648533
41,0.5797008872032166,37.46488538499398,8.099999831756577e-06,1.1204324960708618,75363.0,2011.5636075103428,0.5323179960250854,0.48087932203839456,0.4131652661064426,0.4306569343065693,0.39703903095558546,743.0,0.3826086956521739,0.6666666666666666,0.2682926829268293,82.0,0.3296875,0.412109375,0.2747395833333333,768.0,0.7338335119685602,0.7082758620689655,0.7613046701260193,1349.0,0.4186289900575615,0.4004004004004004,0.43859649122807015,912.0,0.6736672051696284,0.6536050156739812,0.695,600.0,0.49474211316975464,0.4629803186504217,0.5311827956989247,930.0,1.2461246252059937,0.49233332601773167
42,0.5778034329414368,37.30640387700987,8.099999831756577e-06,1.1214324235916138,75363.0,2020.10894023593,0.5319464802742004,0.4816466348551188,0.417993079584775,0.4301994301994302,0.4064602960969044,743.0,0.3826086956521739,0.6666666666666666,0.2682926829268293,82.0,0.3353566009104704,0.4018181818181818,0.2877604166666667,768.0,0.7357811375089993,0.71518544436669,0.7575982209043736,1349.0,0.416403785488959,0.4,0.4342105263157895,912.0,0.673076923076923,0.6481481481481481,0.7,600.0,0.49031600407747195,0.46608527131782945,0.5172043010752688,930.0,1.2477686405181885,0.4930766037571104
43,0.5778432488441467,37.62413250800455,8.099999831756577e-06,1.1216050386428833,75363.0,2003.0495051006556,0.5297176837921143,0.47995320018824444,0.4045261669024045,0.4262295081967213,0.38492597577388965,743.0,0.3793103448275862,0.6470588235294118,0.2682926829268293,82.0,0.331306990881459,0.3978102189781022,0.2838541666666667,768.0,0.7322404371584699,0.7199140401146131,0.7449962935507783,1349.0,0.42548818088386436,0.40038684719535783,0.45394736842105265,912.0,0.674698795180723,0.6511627906976745,0.7,600.0,0.4904330312185297,0.46117424242424243,0.5236559139784946,930.0,1.2478935718536377,0.49114342100757663
44,0.5787322521209717,37.47600396099733,8.099999831756577e-06,1.1214348077774048,75363.0,2010.966806344483,0.5339896082878113,0.4837778032053321,0.42170329670329676,0.4305750350631136,0.41318977119784656,743.0,0.3826086956521739,0.6666666666666666,0.2682926829268293,82.0,0.33359073359073355,0.4098671726755218,0.28125,768.0,0.7346348517715113,0.7170077628793226,0.7531504818383988,1349.0,0.4247144340602284,0.40335305719921105,0.44846491228070173,912.0,0.6746794871794871,0.6496913580246914,0.7016666666666667,600.0,0.4933741080530071,0.4689922480620155,0.5204301075268817,930.0,1.2486443519592285,0.4950436581443483
45,0.5801520347595215,37.96037178700499,8.099999831756577e-06,1.1220451593399048,75363.0,1985.3072151890537,0.5339896082878113,0.48213894452992684,0.41818181818181815,0.43522561863173215,0.40242261103633914,743.0,0.3826086956521739,0.6666666666666666,0.2682926829268293,82.0,0.3317829457364341,0.4099616858237548,0.2786458333333333,768.0,0.7357475797776981,0.7125,0.7605633802816901,1349.0,0.4181913225300575,0.3996003996003996,0.43859649122807015,912.0,0.671556642216789,0.6570972886762361,0.6866666666666666,600.0,0.500998003992016,0.46741154562383613,0.5397849462365591,930.0,1.2471303939819336,0.4941524297267124
