variant,epoch,loss,accuracy,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,learning_rate,epoch_seconds,train_examples,train_examples_per_second,val_class_0_f1,val_class_0_precision,val_class_0_recall,val_class_0_support,val_class_1_f1,val_class_1_precision,val_class_1_recall,val_class_1_support,val_class_2_f1,val_class_2_precision,val_class_2_recall,val_class_2_support,val_class_3_f1,val_class_3_precision,val_class_3_recall,val_class_3_support,val_class_4_f1,val_class_4_precision,val_class_4_recall,val_class_4_support,val_class_5_f1,val_class_5_precision,val_class_5_recall,val_class_5_support,val_class_6_f1,val_class_6_precision,val_class_6_recall,val_class_6_support,val_class_7_f1,val_class_7_precision,val_class_7_recall,val_class_7_support,val_class_8_f1,val_class_8_precision,val_class_8_recall,val_class_8_support,val_class_9_f1,val_class_9_precision,val_class_9_recall,val_class_9_support
fp32,11,0.0717236399650573,0.978632628917694,0.1262890100479126,0.9660000205039978,0.966,0.9659261323727432,0.0003000000142492,59.58702888900007,49000.0,822.3266189572599,0.9708372530573848,0.9591078066914498,0.9828571428571428,1050.0,0.9671497584541064,0.9813725490196078,0.9533333333333334,1050.0,0.94975845410628,0.9637254901960784,0.9361904761904762,1050.0,0.9758637008991956,0.9698965192850424,0.981904761904762,1050.0,0.9532710280373832,0.9857578840284842,0.9228571428571428,1050.0,0.9685714285714284,0.9685714285714284,0.9685714285714284,1050.0,0.9554199906147348,0.9417206290471786,0.9695238095238096,1050.0,0.9729477611940296,0.953382084095064,0.9933333333333332,1050.0,0.9708372530573848,0.9591078066914498,0.9828571428571428,1050.0,0.9746046957355056,0.9807135969141756,0.9685714285714284,1050.0
fp32,12,0.063670165836811,0.9800407886505128,0.1225010007619857,0.9650475978851318,0.965047619047619,0.9650077489732276,0.0003000000142492,58.48171406099982,49000.0,837.8687387461003,0.9723546234509056,0.9732824427480916,0.9714285714285714,1050.0,0.9632422243166824,0.9533582089552238,0.9733333333333334,1050.0,0.9524733268671192,0.9703557312252964,0.9352380952380952,1050.0,0.9660697455230914,0.9561567164179104,0.9761904761904762,1050.0,0.9558117195004804,0.9641472868217056,0.9476190476190476,1050.0,0.9606003752345216,0.9463955637707948,0.9752380952380952,1050.0,0.9533429533429532,0.9630709426627794,0.9438095238095238,1050.0,0.9769628584861308,0.9647168059424328,0.9895238095238096,1050.0,0.971675468074892,0.9796708615682478,0.9638095238095238,1050.0,0.9775441949354992,0.980824544582934,0.9742857142857144,1050.0
fp32,13,0.0586298331618309,0.981449007987976,0.1147959008812904,0.9678094983100892,0.967809523809524,0.9677882876410628,0.0003000000142492,59.43303348299992,49000.0,824.4573283309835,0.9756330625895844,0.9789069990412272,0.9723809523809523,1050.0,0.9653864390706496,0.9612842304060434,0.9695238095238096,1050.0,0.9545454545454544,0.9695481335952848,0.94,1050.0,0.9723134678554668,0.9583718778908418,0.9866666666666668,1050.0,0.956232159847764,0.9553231939163498,0.9571428571428572,1050.0,0.9759152215799614,0.9873294346978556,0.9647619047619048,1050.0,0.9585121602288984,0.9598853868194842,0.9571428571428572,1050.0,0.9763481551561022,0.9699248120300752,0.9828571428571428,1050.0,0.971702637889688,0.978743961352657,0.9647619047619048,1050.0,0.9712941176470588,0.96,0.9828571428571428,1050.0
fp32,14,0.0503697991371154,0.9841632843017578,0.1197990104556083,0.9693333506584167,0.9693333333333334,0.9693607105303328,0.0003000000142492,58.18461652499991,49000.0,842.1469956572869,0.9741379310344828,0.9797687861271676,0.9685714285714284,1050.0,0.9719264278799612,0.9881889763779528,0.956190476190476,1050.0,0.9534992954438704,0.9406858202038924,0.9666666666666668,1050.0,0.9753086419753088,0.9725378787878788,0.978095238095238,1050.0,0.9643201542912246,0.9765625,0.9523809523809524,1050.0,0.9747016706443914,0.9770334928229664,0.9723809523809523,1050.0,0.9560283687943264,0.9492957746478872,0.9628571428571427,1050.0,0.9761570827489482,0.9586776859504132,0.9942857142857144,1050.0,0.9701563240170537,0.9651272384542884,0.9752380952380952,1050.0,0.9773712084737602,0.988315481986368,0.9666666666666668,1050.0
fp32,15,0.0502905175089836,0.9844694137573242,0.1224104911088943,0.9691428542137146,0.9691428571428572,0.9691790558095384,0.0003000000142492,59.274537582,49000.0,826.6618686348035,0.9765438008616564,0.981713185755534,0.9714285714285714,1050.0,0.9720885466794996,0.9824902723735408,0.961904761904762,1050.0,0.9544159544159544,0.9517045454545454,0.9571428571428572,1050.0,0.971126082771896,0.9815175097276264,0.960952380952381,1050.0,0.9649543927028325,0.972894482090997,0.9571428571428572,1050.0,0.9678638941398866,0.9606003752345216,0.9752380952380952,1050.0,0.9532710280373832,0.9357798165137616,0.9714285714285714,1050.0,0.9787835926449788,0.969187675070028,0.9885714285714284,1050.0,0.974773917182294,0.9743101807802094,0.9752380952380952,1050.0,0.977969348659004,0.9836223506743738,0.9723809523809523,1050.0
fp32,16,0.0435402020812034,0.9863265156745912,0.1323294192552566,0.965428590774536,0.9654285714285716,0.9653863382514908,0.0003000000142492,58.76210229399999,49000.0,833.8707787349405,0.971126082771896,0.9815175097276264,0.960952380952381,1050.0,0.9674988224211024,0.9571295433364398,0.978095238095238,1050.0,0.9506595017098192,0.97592778335005,0.9266666666666666,1050.0,0.97196261682243,0.9541284403669724,0.9904761904761904,1050.0,0.9603524229074888,0.9879154078549848,0.9342857142857144,1050.0,0.9707434052757794,0.9777777777777776,0.9638095238095238,1050.0,0.9519733713742272,0.9506172839506172,0.9533333333333334,1050.0,0.9627243442245744,0.931433659839715,0.9961904761904762,1050.0,0.969811320754717,0.9607476635514018,0.979047619047619,1050.0,0.9770114942528736,0.9826589595375722,0.9714285714285714,1050.0
fp32,17,0.0360557809472084,0.988673448562622,0.1170592829585075,0.9717142581939696,0.9717142857142858,0.9717140094774032,0.0003000000142492,62.90894515900004,49000.0,778.903538696354,0.9769894534995208,0.9835907335907336,0.9704761904761904,1050.0,0.9709662065683008,0.9705042816365368,0.9714285714285714,1050.0,0.9583727530747398,0.9520676691729324,0.9647619047619048,1050.0,0.9791469194312796,0.9745283018867924,0.9838095238095238,1050.0,0.9658817876021144,0.9747817652764308,0.9571428571428572,1050.0,0.9732569245463228,0.9760536398467432,0.9704761904761904,1050.0,0.9596199524940618,0.957345971563981,0.961904761904762,1050.0,0.9801886792452832,0.9710280373831776,0.9895238095238096,1050.0,0.9750240153698368,0.9835271317829456,0.9666666666666668,1050.0,0.9776934029425725,0.9744560075685904,0.9809523809523808,1050.0
fp32,18,0.034991830587387,0.9890000224113464,0.1367925256490707,0.9696190357208252,0.9696190476190476,0.9696134525087208,0.0003000000142492,61.09692635100009,49000.0,802.0043384588024,0.9715882626921284,0.95077484047402,0.9933333333333332,1050.0,0.9723703344643724,0.9901283316880553,0.9552380952380952,1050.0,0.9516279069767444,0.93,0.9742857142857144,1050.0,0.9741419840150448,0.9619312906220984,0.9866666666666668,1050.0,0.9602356406480118,0.9908814589665652,0.9314285714285714,1050.0,0.9764536280634312,0.98545101842871,0.9676190476190476,1050.0,0.9594985535197684,0.9716796875,0.9476190476190476,1050.0,0.97886331611085,0.9657089898053752,0.9923809523809524,1050.0,0.9690328727965696,0.969494756911344,0.9685714285714284,1050.0,0.9823220258002866,0.9856184084372004,0.979047619047619,1050.0
fp32,19,0.0343702733516693,0.989081621170044,0.1159539371728897,0.972000002861023,0.972,0.9719964972968724,0.0003000000142492,58.00211780199993,49000.0,844.7967394444081,0.9776722090261282,0.9753554502369668,0.98,1050.0,0.9756563245823388,0.9779904306220096,0.9733333333333334,1050.0,0.9601918465227818,0.9671497584541064,0.9533333333333334,1050.0,0.9776722090261282,0.9753554502369668,0.98,1050.0,0.9603060736489718,0.9644572526416908,0.956190476190476,1050.0,0.9703250117757888,0.9599254426840632,0.9809523809523808,1050.0,0.9619410085632732,0.9610266159695816,0.9628571428571427,1050.0,0.9800947867298578,0.9754716981132076,0.9847619047619048,1050.0,0.9729729729729728,0.9688385269121812,0.9771428571428572,1050.0,0.983132530120482,0.9951219512195122,0.9714285714285714,1050.0
fp32,20,0.0293287448585033,0.990204095840454,0.1357067227363586,0.9698095321655272,0.969809523809524,0.9698319381022968,0.0003000000142492,58.97684431899984,49000.0,830.8345515226945,0.9779031499764927,0.9656453110492108,0.9904761904761904,1050.0,0.9748305905130688,0.9911417322834646,0.959047619047619,1050.0,0.9544814641013608,0.940795559666975,0.9685714285714284,1050.0,0.977587029089175,0.9789875835721108,0.9761904761904762,1050.0,0.9634324719648952,0.987012987012987,0.940952380952381,1050.0,0.9716446124763704,0.9643527204502814,0.979047619047619,1050.0,0.9597347228801516,0.9547596606974552,0.9647619047619048,1050.0,0.9678621332091292,0.9471285323609844,0.9895238095238096,1050.0,0.9704886308659894,0.9862340216322516,0.9552380952380952,1050.0,0.9803545759463344,0.9864995178399228,0.9742857142857144,1050.0
fp32,21,0.0274873543530702,0.9913061261177064,0.11898223310709,0.972952365875244,0.9729523809523808,0.9729579292155532,0.0003000000142492,65.4331329050001,49000.0,748.8560890266596,0.9781368821292776,0.976280834914611,0.98,1050.0,0.9757949691504508,0.9725638599810784,0.979047619047619,1050.0,0.9620739318290928,0.9699903194578896,0.9542857142857144,1050.0,0.977587029089175,0.9789875835721108,0.9761904761904762,1050.0,0.9665859564164648,0.9832512315270936,0.9504761904761904,1050.0,0.9757489300998572,0.9743589743589745,0.9771428571428572,1050.0,0.956481048198409,0.940202391904324,0.9733333333333334,1050.0,0.9806877060763072,0.9701770736253494,0.9914285714285714,1050.0,0.972766364070712,0.9760306807286672,0.9695238095238096,1050.0,0.9837164750957856,0.9894026974951832,0.978095238095238,1050.0
fp32,22,0.0261212699115276,0.9919999837875366,0.1322787851095199,0.972000002861023,0.972,0.9720106461351964,0.0003000000142492,68.52997449999998,49000.0,715.0155878140596,0.9789875835721108,0.9818007662835248,0.9761904761904762,1050.0,0.97438330170778,0.9706994328922496,0.978095238095238,1050.0,0.9590643274853802,0.9820359281437124,0.9371428571428572,1050.0,0.9746240601503758,0.9619666048237476,0.9876190476190476,1050.0,0.9618320610687024,0.9636711281070746,0.96,1050.0,0.9770334928229664,0.9817307692307692,0.9723809523809523,1050.0,0.95712954333644,0.937043795620438,0.978095238095238,1050.0,0.9818702290076337,0.9837476099426388,0.98,1050.0,0.9749408983451536,0.968075117370892,0.981904761904762,1050.0,0.9802409638554216,0.9921951219512196,0.9685714285714284,1050.0
fp32,23,0.0265230983495712,0.9915305972099304,0.1305859833955764,0.9714285731315612,0.9714285714285716,0.9714010915037768,0.0003000000142492,62.5682413630002,49000.0,783.1449139782952,0.9784997611084568,0.9817833173537872,0.9752380952380952,1050.0,0.9769452449567724,0.9854651162790696,0.9685714285714284,1050.0,0.9573141486810552,0.9642512077294686,0.9504761904761904,1050.0,0.9783223374175306,0.9682835820895522,0.9885714285714284,1050.0,0.9639727361246349,0.9860557768924304,0.9428571428571428,1050.0,0.9718377088305488,0.9741626794258372,0.9695238095238096,1050.0,0.959658281917418,0.956480605487228,0.9628571428571427,1050.0,0.9742629854936828,0.9576816927322908,0.9914285714285714,1050.0,0.9717779868297272,0.9600371747211895,0.9838095238095238,1050.0,0.981419723677942,0.9818875119161106,0.9809523809523808,1050.0
fp32,24,0.023936353623867,0.9918367266654968,0.1434028148651123,0.968476176261902,0.9684761904761906,0.96846970876796,0.0003000000142492,62.43348654800002,49000.0,784.835233610218,0.9780534351145038,0.979923518164436,0.9761904761904762,1050.0,0.970873786407767,0.99009900990099,0.9523809523809524,1050.0,0.9554263565891472,0.9723865877712032,0.939047619047619,1050.0,0.975011786892975,0.965452847805789,0.9847619047619048,1050.0,0.9585516912815628,0.9590085795996188,0.958095238095238,1050.0,0.9708097928436912,0.9599627560521417,0.981904761904762,1050.0,0.9549718574108818,0.9408502772643254,0.9695238095238096,1050.0,0.9778615167216202,0.967381174277726,0.9885714285714284,1050.0,0.9699530516431926,0.9564814814814816,0.9838095238095238,1050.0,0.9731838127742564,0.997002997002997,0.9504761904761904,1050.0
fp32,25,0.0207370743155479,0.9932448863983154,0.1491049230098724,0.9677143096923828,0.9677142857142856,0.9677754010002264,0.0003000000142492,58.23066601900018,49000.0,841.4810159308793,0.9754253308128544,0.9681050656660412,0.9828571428571428,1050.0,0.968246213971666,0.9939819458375124,0.9438095238095238,1050.0,0.958038661008958,0.9486461251167132,0.9676190476190476,1050.0,0.9764988009592324,0.9835748792270532,0.9695238095238096,1050.0,0.9607843137254904,0.98989898989899,0.9333333333333332,1050.0,0.9551548774849744,0.9281221922731356,0.9838095238095238,1050.0,0.9543099387658972,0.9440820130475304,0.9647619047619048,1050.0,0.978116079923882,0.9771863117870724,0.979047619047619,1050.0,0.9695550351288056,0.9539170506912442,0.9857142857142858,1050.0,0.9816247582205028,0.9970530451866404,0.9666666666666668,1050.0
fp32,26,0.0238728392869234,0.9916122555732728,0.1383619606494903,0.9697142839431764,0.9697142857142858,0.9697139231188324,0.0003000000142492,57.399372243000016,49000.0,853.6678727523133,0.9730241362991008,0.967074317968015,0.979047619047619,1050.0,0.978116079923882,0.9771863117870724,0.979047619047619,1050.0,0.9555446995603322,0.9809428284854564,0.9314285714285714,1050.0,0.975954738330976,0.9663865546218487,0.9857142857142858,1050.0,0.955140186915888,0.9376146788990826,0.9733333333333334,1050.0,0.9734597156398104,0.9688679245283018,0.978095238095238,1050.0,0.960377358490566,0.9514018691588784,0.9695238095238096,1050.0,0.9789875835721108,0.9818007662835248,0.9761904761904762,1050.0,0.9691417550626809,0.9814453125,0.9571428571428572,1050.0,0.9773929773929774,0.9873663751214772,0.9676190476190476,1050.0
fp32,27,0.0224913135170936,0.9929183721542358,0.1292099952697754,0.9717142581939696,0.971714285714286,0.971678676842586,0.0003000000142492,56.42771856399986,49000.0,868.3675549353391,0.9787234042553192,0.971830985915493,0.9857142857142858,1050.0,0.9751196172248804,0.9798076923076924,0.9704761904761904,1050.0,0.9553231939163498,0.9535104364326376,0.9571428571428572,1050.0,0.9710820895522388,0.9515539305301646,0.9914285714285714,1050.0,0.9656174334140436,0.9822660098522168,0.9495238095238095,1050.0,0.9731543624161074,0.9797297297297296,0.9666666666666668,1050.0,0.9594202898550724,0.973529411764706,0.9457142857142856,1050.0,0.9811142587346552,0.9728464419475656,0.9895238095238096,1050.0,0.9772511848341232,0.9726415094339622,0.981904761904762,1050.0,0.9799809342230698,0.9809160305343512,0.979047619047619,1050.0
fp32,28,0.0188773497939109,0.9941020607948304,0.1368014365434646,0.9712380766868592,0.971238095238095,0.9712437162314944,0.0003000000142492,64.49095893100002,49000.0,759.796424370522,0.9754453538757824,0.9863680623174296,0.9647619047619048,1050.0,0.976303317535545,0.9716981132075472,0.9809523809523808,1050.0,0.9595765158806544,0.9698443579766536,0.9495238095238095,1050.0,0.9838403041825096,0.9819734345351044,0.9857142857142858,1050.0,0.9638783269961978,0.9620493358633776,0.9657142857142856,1050.0,0.9696682464454977,0.9650943396226416,0.9742857142857144,1050.0,0.963172804532578,0.9550561797752808,0.9714285714285714,1050.0,0.9711090400745572,0.9507299270072992,0.9923809523809524,1050.0,0.974236641221374,0.9760994263862331,0.9723809523809523,1050.0,0.9752066115702478,0.9960278053624628,0.9552380952380952,1050.0
fp32,29,0.01937703974545,0.9940612316131592,0.1301257610321045,0.9731428623199464,0.9731428571428572,0.973161875603076,0.0003000000142492,56.30034867099994,49000.0,870.3320877520548,0.97495183044316,0.98635477582846,0.9638095238095238,1050.0,0.9741873804971318,0.9779270633397312,0.9704761904761904,1050.0,0.96186844613918,0.9627862595419848,0.960952380952381,1050.0,0.9800380228136882,0.978178368121442,0.981904761904762,1050.0,0.9632768361581924,0.952513966480447,0.9742857142857144,1050.0,0.972168905950096,0.9796905222437138,0.9647619047619048,1050.0,0.9650613786591123,0.9569288389513108,0.9733333333333334,1050.0,0.9801324503311258,0.9736842105263158,0.9866666666666668,1050.0,0.9772079772079773,0.9744318181818182,0.98,1050.0,0.982725527831094,0.9903288201160542,0.9752380952380952,1050.0
fp32,30,0.0183167029172182,0.993775486946106,0.1524177640676498,0.9698095321655272,0.9698095238095238,0.9697960803694848,0.0003000000142492,55.72111542099992,49000.0,879.3793812234617,0.972391202620496,0.9558417663293468,0.9895238095238096,1050.0,0.9730769230769232,0.9825242718446602,0.9638095238095238,1050.0,0.9534085335948994,0.9828109201213346,0.9257142857142856,1050.0,0.9772296015180266,0.9735349716446124,0.9809523809523808,1050.0,0.9676796912686928,0.9804496578690128,0.9552380952380952,1050.0,0.9739130434782608,0.9882352941176472,0.96,1050.0,0.9530450953045096,0.9309718437783832,0.9761904761904762,1050.0,0.9773371104815864,0.9691011235955056,0.9857142857142858,1050.0,0.9708920187793428,0.9574074074074074,0.9847619047619048,1050.0,0.9789875835721108,0.9818007662835248,0.9761904761904762,1050.0
fp32,31,0.0144355995580554,0.995306134223938,0.1355112493038177,0.9733333587646484,0.9733333333333332,0.9733299835023964,0.0003000000142492,56.25228225499996,49000.0,871.0757685861654,0.9803921568627452,0.9846301633045148,0.9761904761904762,1050.0,0.9735349716446124,0.9662288930581614,0.9809523809523808,1050.0,0.9571567672833496,0.9790836653386454,0.9361904761904762,1050.0,0.98093422306959,0.9818702290076337,0.98,1050.0,0.9692898272552782,0.97678916827853,0.961904761904762,1050.0,0.971131093232371,0.9651928504233304,0.9771428571428572,1050.0,0.9584694353709752,0.939615736505032,0.978095238095238,1050.0,0.9839319470699434,0.9765478424015008,0.9914285714285714,1050.0,0.9772727272727272,0.9717514124293786,0.9828571428571428,1050.0,0.9811866859623734,0.9941348973607038,0.9685714285714284,1050.0
fp32,32,0.0128449369221925,0.9956326484680176,0.1283962130546569,0.973714292049408,0.9737142857142856,0.9736600954220572,0.0003000000142492,56.13348225299978,49000.0,872.9192993791407,0.979707409155262,0.971000935453695,0.9885714285714284,1050.0,0.9702970297029702,0.9607843137254902,0.98,1050.0,0.9605009633911368,0.9717348927875245,0.9495238095238095,1050.0,0.9834201800094742,0.9783223374175306,0.9885714285714284,1050.0,0.9633558341369334,0.9755859375,0.9514285714285714,1050.0,0.9752851711026616,0.9734345351043644,0.9771428571428572,1050.0,0.9596153846153848,0.9689320388349516,0.9504761904761904,1050.0,0.9839015151515152,0.9783427495291902,0.9895238095238096,1050.0,0.9772079772079773,0.9744318181818182,0.98,1050.0,0.983309489747258,0.9847182425978988,0.981904761904762,1050.0
