batch_size,class_id,class_name,precision,recall,f1,support
64,9,9,0.9914040114613181,0.9885714285714285,0.9899856938483547,1050
80,0,0,0.9838095238095238,0.9838095238095238,0.9838095238095238,1050
80,1,1,0.982725527831094,0.9752380952380952,0.9789674952198852,1050
80,2,2,0.9752616555661275,0.9761904761904762,0.9757258448357926,1050
80,3,3,0.9932692307692308,0.9838095238095238,0.9885167464114832,1050
80,4,4,0.9753086419753086,0.9780952380952381,0.9766999524488825,1050
80,5,5,0.9801136363636364,0.9857142857142858,0.982905982905983,1050
80,6,6,0.9706439393939394,0.9761904761904762,0.97340930674264,1050
80,7,7,0.97918637653737,0.9857142857142858,0.9824394874228761,1050
80,8,8,0.978219696969697,0.9838095238095238,0.9810066476733144,1050
80,9,9,0.9951876804619827,0.9847619047619047,0.9899473432264241,1050
96,0,0,0.9792256846081209,0.9876190476190476,0.9834044570886676,1050
96,1,1,0.9854791868344628,0.9695238095238096,0.9774363898223717,1050
96,2,2,0.960710944808232,0.9780952380952381,0.9693251533742332,1050
96,3,3,0.9856870229007634,0.9838095238095238,0.9847473784556721,1050
96,4,4,0.9779270633397313,0.9704761904761905,0.9741873804971318,1050
96,5,5,0.982824427480916,0.9809523809523809,0.9818875119161105,1050
96,6,6,0.9688972667295005,0.979047619047619,0.9739459971577452,1050
96,7,7,0.9837940896091516,0.9828571428571429,0.9833253930443069,1050
96,8,8,0.9847764034253093,0.9857142857142858,0.9852451213707759,1050
96,9,9,0.9884615384615385,0.979047619047619,0.983732057416268,1050
112,0,0,0.9932236205227493,0.9771428571428571,0.985117618819011,1050
112,1,1,0.9799618320610687,0.9780952380952381,0.9790276453765491,1050
112,2,2,0.9705603038936372,0.9733333333333334,0.9719448407037566,1050
112,3,3,0.9810606060606061,0.9866666666666667,0.9838556505223173,1050
112,4,4,0.9611829944547134,0.9904761904761905,0.975609756097561,1050
112,5,5,0.9894026974951831,0.9780952380952381,0.9837164750957855,1050
112,6,6,0.960820895522388,0.9809523809523809,0.9707822808671066,1050
112,7,7,0.9913127413127413,0.9780952380952381,0.9846596356663471,1050
112,8,8,0.9828571428571429,0.9828571428571429,0.9828571428571429,1050
112,9,9,0.9912790697674418,0.9742857142857143,0.9827089337175792,1050
128,0,0,0.9838095238095238,0.9838095238095238,0.9838095238095238,1050
128,1,1,0.9873663751214772,0.9676190476190476,0.9773929773929774,1050
128,2,2,0.9641509433962264,0.9733333333333334,0.9687203791469196,1050
128,3,3,0.9820415879017014,0.9895238095238095,0.9857685009487667,1050
128,4,4,0.969811320754717,0.979047619047619,0.9744075829383886,1050
128,5,5,0.9837320574162679,0.979047619047619,0.9813842482100239,1050
128,6,6,0.9787849566055931,0.9666666666666667,0.9726880689985624,1050
128,7,7,0.9912959381044487,0.9761904761904762,0.9836852207293666,1050
128,8,8,0.9603321033210332,0.9914285714285714,0.9756326148078726,1050
128,9,9,0.9894534995206136,0.9828571428571429,0.9861442904921165,1050
144,0,0,0.9904214559386973,0.9847619047619047,0.9875835721107927,1050
144,1,1,0.9874638379942141,0.9752380952380952,0.9813128893148061,1050
144,2,2,0.9722488038277513,0.9676190476190476,0.9699284009546539,1050
144,3,3,0.9847619047619047,0.9847619047619047,0.9847619047619047,1050
144,4,4,0.9470802919708029,0.9885714285714285,0.967381174277726,1050
144,5,5,0.9837786259541985,0.981904761904762,0.9828408007626311,1050
144,6,6,0.9689265536723164,0.98,0.9744318181818182,1050
144,7,7,0.9865771812080537,0.98,0.9832775919732442,1050
144,8,8,0.9874517374517374,0.9742857142857143,0.9808245445829339,1050
144,9,9,0.9903753609239654,0.98,0.9851603638104356,1050
160,0,0,0.9820245979186376,0.9885714285714285,0.9852871381110583,1050
160,1,1,0.9762131303520457,0.9771428571428571,0.9766777724892908,1050
160,2,2,0.9702495201535508,0.9628571428571429,0.9665391969407265,1050
160,3,3,0.9728464419475655,0.9895238095238095,0.9811142587346553,1050
160,4,4,0.9753320683111955,0.979047619047619,0.9771863117870723,1050
160,5,5,0.9754948162111216,0.9857142857142858,0.9805779251539554,1050
160,6,6,0.9805636540330418,0.960952380952381,0.9706589706589707,1050
160,7,7,0.9708097928436912,0.981904761904762,0.9763257575757575,1050
160,8,8,0.9893307468477207,0.9714285714285714,0.980297933685728,1050
160,9,9,0.9885167464114832,0.9838095238095238,0.9861575178997612,1050
176,0,0,0.9745283018867924,0.9838095238095238,0.9791469194312796,1050
176,1,1,0.9855491329479769,0.9742857142857143,0.9798850574712645,1050
176,2,2,0.9757045675413022,0.9561904761904761,0.9658489658489657,1050
176,3,3,0.9809705042816366,0.981904761904762,0.9814374107567825,1050
176,4,4,0.9696969696969697,0.9752380952380952,0.9724596391263057,1050
176,5,5,0.9700654817586529,0.9876190476190476,0.978763567720623,1050
176,6,6,0.9759615384615384,0.9666666666666667,0.9712918660287081,1050
176,7,7,0.981042654028436,0.9857142857142858,0.983372921615202,1050
176,8,8,0.991321118611379,0.979047619047619,0.9851461427886918,1050
176,9,9,0.9708920187793427,0.9847619047619047,0.9777777777777779,1050
192,0,0,0.9828080229226361,0.98,0.9814020028612304,1050
192,1,1,0.9863813229571985,0.9657142857142857,0.9759384023099135,1050
192,2,2,0.975,0.9657142857142857,0.970334928229665,1050
192,3,3,0.9773584905660377,0.9866666666666667,0.9819905213270141,1050
192,4,4,0.9769008662175168,0.9666666666666667,0.9717568214456678,1050
192,5,5,0.9662288930581614,0.9809523809523809,0.9735349716446124,1050
192,6,6,0.9537892791127541,0.9828571428571429,0.9681050656660413,1050
192,7,7,0.9846743295019157,0.979047619047619,0.9818529130850048,1050
192,8,8,0.9689849624060151,0.981904761904762,0.9754020813623463,1050
192,9,9,0.9941747572815534,0.9752380952380952,0.9846153846153846,1050
208,0,0,0.9865384615384616,0.9771428571428571,0.9818181818181818,1050
208,1,1,0.9846301633045149,0.9761904761904762,0.9803921568627451,1050
208,2,2,0.9613572101790764,0.9714285714285714,0.9663666508763619,1050
208,3,3,0.9801699716713881,0.9885714285714285,0.9843527738264579,1050
208,4,4,0.9761222540592168,0.9733333333333334,0.9747257987601335,1050
208,5,5,0.9744801512287334,0.981904761904762,0.9781783681214421,1050
208,6,6,0.9788053949903661,0.9676190476190476,0.9731800766283525,1050
208,7,7,0.9744801512287334,0.981904761904762,0.9781783681214421,1050
208,8,8,0.9810246679316889,0.9847619047619047,0.9828897338403043,1050
208,9,9,0.9827586206896551,0.9771428571428571,0.9799426934097422,1050
224,0,0,0.9800759013282733,0.9838095238095238,0.981939163498099,1050
224,1,1,0.9847182425978988,0.981904761904762,0.9833094897472581,1050
224,2,2,0.9535104364326376,0.9571428571428572,0.9553231939163498,1050
224,3,3,0.963821892393321,0.9895238095238095,0.9765037593984962,1050
224,4,4,0.9618959107806692,0.9857142857142858,0.9736594543744119,1050
224,5,5,0.9875239923224568,0.98,0.9837476099426385,1050
224,6,6,0.9636711281070746,0.96,0.9618320610687023,1050
224,7,7,0.9951314508276533,0.9733333333333334,0.9841116995666827,1050
224,8,8,0.9818702290076335,0.98,0.98093422306959,1050
224,9,9,0.995136186770428,0.9742857142857143,0.9846005774783446,1050
240,0,0,0.9772511848341232,0.981904761904762,0.9795724465558195,1050
240,1,1,0.9751908396946565,0.9733333333333334,0.9742612011439465,1050
240,2,2,0.9658767772511848,0.9704761904761905,0.9681710213776722,1050
240,3,3,0.9710820895522388,0.9914285714285714,0.9811498586239397,1050
240,4,4,0.9668560606060606,0.9723809523809523,0.9696106362773029,1050
240,5,5,0.9791073124406457,0.981904761904762,0.9805040418449833,1050
240,6,6,0.9722488038277513,0.9676190476190476,0.9699284009546539,1050
240,7,7,0.9855212355212355,0.9723809523809523,0.9789069990412272,1050
240,8,8,0.9903100775193798,0.9733333333333334,0.9817483189241115,1050
240,9,9,0.9837786259541985,0.981904761904762,0.9828408007626311,1050
256,0,0,0.9681050656660413,0.9828571428571429,0.9754253308128544,1050
256,1,1,0.9760306807286673,0.9695238095238096,0.9727663640707119,1050
256,2,2,0.9627151051625239,0.959047619047619,0.9608778625954199,1050
256,3,3,0.9762131303520457,0.9771428571428571,0.9766777724892908,1050
256,4,4,0.9590697674418605,0.981904761904762,0.9703529411764706,1050
256,5,5,0.961789375582479,0.9828571428571429,0.9722091380122468,1050
256,6,6,0.969377990430622,0.9647619047619047,0.9670644391408113,1050
256,7,7,0.9903006789524733,0.9723809523809523,0.9812590100913022,1050
256,8,8,0.9834146341463414,0.96,0.9715662650602409,1050
256,9,9,0.9837320574162679,0.979047619047619,0.9813842482100239,1050
272,0,0,0.9763257575757576,0.981904761904762,0.9791073124406459,1050
272,1,1,0.9744801512287334,0.981904761904762,0.9781783681214421,1050
272,2,2,0.9655502392344497,0.960952380952381,0.9632458233890215,1050
272,3,3,0.9745523091423186,0.9847619047619047,0.9796305068687826,1050
272,4,4,0.9845261121856866,0.9695238095238096,0.9769673704414586,1050
272,5,5,0.9773156899810964,0.9847619047619047,0.9810246679316887,1050
272,6,6,0.9787849566055931,0.9666666666666667,0.9726880689985624,1050
272,7,7,0.9819734345351043,0.9857142857142858,0.9838403041825095,1050
272,8,8,0.9846889952153111,0.98,0.9823389021479714,1050
272,9,9,0.9857414448669202,0.9876190476190476,0.9866793529971456,1050
288,0,0,0.9728718428437793,0.9904761904761905,0.9815950920245399,1050
288,1,1,0.9816602316602316,0.9685714285714285,0.9750719079578141,1050
288,2,2,0.984015984015984,0.9380952380952381,0.9605070697220869,1050
288,3,3,0.9709193245778611,0.9857142857142858,0.9782608695652174,1050
288,4,4,0.9722753346080306,0.9685714285714285,0.9704198473282442,1050
288,5,5,0.9682242990654205,0.9866666666666667,0.9773584905660377,1050
288,6,6,0.9667300380228137,0.9685714285714285,0.967649857278782,1050
288,7,7,0.9779482262703739,0.9714285714285714,0.9746774964166268,1050
288,8,8,0.9637209302325581,0.9866666666666667,0.9750588235294118,1050
288,9,9,0.9856046065259118,0.9780952380952381,0.9818355640535372,1050
304,0,0,0.9837164750957854,0.9780952380952381,0.9808978032473734,1050
304,1,1,0.9781990521327014,0.9828571428571429,0.9805225653206651,1050
304,2,2,0.9657794676806084,0.9676190476190476,0.966698382492864,1050
304,3,3,0.9736346516007532,0.9847619047619047,0.9791666666666666,1050
304,4,4,0.9696106362773029,0.9723809523809523,0.9709938183547313,1050
304,5,5,0.9771646051379639,0.9780952380952381,0.9776297001427892,1050
304,6,6,0.9806201550387597,0.9638095238095238,0.9721421709894332,1050
304,7,7,0.9727954971857411,0.9876190476190476,0.9801512287334594,1050
304,8,8,0.9798850574712644,0.9742857142857143,0.9770773638968482,1050
304,9,9,0.9875120076849183,0.979047619047619,0.9832615973218555,1050
320,0,0,0.9846449136276392,0.9771428571428571,0.9808795411089866,1050
320,1,1,0.9807877041306436,0.9723809523809523,0.9765662362505978,1050
320,2,2,0.9344858962693358,0.9780952380952381,0.9557933922754769,1050
320,3,3,0.9744801512287334,0.981904761904762,0.9781783681214421,1050
320,4,4,0.9714013346043852,0.9704761904761905,0.9709385421629347,1050
320,5,5,0.9846005774783445,0.9742857142857143,0.9794159885112493,1050
320,6,6,0.9614299153339605,0.9733333333333334,0.9673450070989116,1050
320,7,7,0.9846596356663471,0.9780952380952381,0.9813664596273292,1050
320,8,8,0.9863680623174295,0.9647619047619047,0.9754453538757824,1050
320,9,9,0.983638113570741,0.9733333333333334,0.9784585926280517,1050
336,0,0,0.979047619047619,0.979047619047619,0.979047619047619,1050
336,1,1,0.9760306807286673,0.9695238095238096,0.9727663640707119,1050
336,2,2,0.9555345316934721,0.9619047619047619,0.9587090650213573,1050
336,3,3,0.9725897920604915,0.98,0.9762808349146109,1050
336,4,4,0.9631031220435194,0.9695238095238096,0.9663028001898434,1050
336,5,5,0.9874396135265701,0.9733333333333334,0.9803357314148682,1050
336,6,6,0.9649289099526066,0.9695238095238096,0.9672209026128267,1050
336,7,7,0.9781783681214421,0.981904761904762,0.9800380228136882,1050
336,8,8,0.9770334928229665,0.9723809523809523,0.9747016706443914,1050
336,9,9,0.9818355640535373,0.9780952380952381,0.9799618320610688,1050
352,0,0,0.9810066476733144,0.9838095238095238,0.9824060865430339,1050
352,1,1,0.9653882132834425,0.9828571428571429,0.9740443605474279,1050
352,2,2,0.9768115942028985,0.9628571428571429,0.9697841726618706,1050
352,3,3,0.9847182425978988,0.981904761904762,0.9833094897472581,1050
352,4,4,0.9742612011439467,0.9733333333333334,0.9737970462124822,1050
352,5,5,0.9681945743685687,0.9857142857142858,0.976875884851345,1050
352,6,6,0.9713467048710601,0.9685714285714285,0.9699570815450643,1050
352,7,7,0.9818007662835249,0.9761904761904762,0.9789875835721107,1050
352,8,8,0.9846301633045149,0.9761904761904762,0.9803921568627451,1050
352,9,9,0.9866156787762906,0.9828571428571429,0.984732824427481,1050
368,0,0,0.9753320683111955,0.979047619047619,0.9771863117870723,1050
368,1,1,0.9816779170684667,0.9695238095238096,0.9755630091039771,1050
368,2,2,0.9641847313854854,0.9742857142857143,0.9692089057318808,1050
368,3,3,0.9755868544600939,0.9895238095238095,0.9825059101654846,1050
368,4,4,0.9741131351869607,0.9676190476190476,0.970855231724797,1050
368,5,5,0.9931640625,0.9685714285714285,0.9807135969141756,1050
368,6,6,0.9598130841121495,0.9780952380952381,0.968867924528302,1050
368,7,7,0.9791073124406457,0.981904761904762,0.9805040418449833,1050
368,8,8,0.9818875119161106,0.9809523809523809,0.981419723677942,1050
368,9,9,0.9837164750957854,0.9780952380952381,0.9808978032473734,1050
384,0,0,0.9809885931558935,0.9828571428571429,0.9819219790675547,1050
384,1,1,0.9854368932038835,0.9666666666666667,0.9759615384615385,1050
384,2,2,0.9425925925925925,0.9695238095238096,0.955868544600939,1050
384,3,3,0.9771428571428571,0.9771428571428571,0.9771428571428571,1050
384,4,4,0.9570093457943926,0.9752380952380952,0.9660377358490567,1050
384,5,5,0.988394584139265,0.9733333333333334,0.980806142034549,1050
384,6,6,0.9712643678160919,0.9657142857142857,0.9684813753581661,1050
384,7,7,0.976145038167939,0.9742857142857143,0.9752144899904671,1050
384,8,8,0.9779482262703739,0.9714285714285714,0.9746774964166268,1050
384,9,9,0.9818875119161106,0.9809523809523809,0.981419723677942,1050
400,0,0,0.9855907780979827,0.9771428571428571,0.9813486370157818,1050
400,1,1,0.9698397737983034,0.98,0.974893415442918,1050
400,2,2,0.9645254074784276,0.9580952380952381,0.9612995699952221,1050
400,3,3,0.9799809342230696,0.979047619047619,0.9795140543115769,1050
400,4,4,0.9660377358490566,0.9752380952380952,0.9706161137440759,1050
400,5,5,0.9673507462686567,0.9876190476190476,0.9773798303487277,1050
400,6,6,0.974757281553398,0.9561904761904761,0.9653846153846155,1050
400,7,7,0.9772727272727273,0.9828571428571429,0.98005698005698,1050
400,8,8,0.9902912621359223,0.9714285714285714,0.9807692307692307,1050
400,9,9,0.9754253308128544,0.9828571428571429,0.9791271347248577,1050
416,0,0,0.9856459330143541,0.9809523809523809,0.9832935560859187,1050
416,1,1,0.9734597156398104,0.9780952380952381,0.975771971496437,1050
416,2,2,0.9501411100658513,0.9619047619047619,0.9559867486985328,1050
416,3,3,0.9755409219190969,0.9876190476190476,0.9815428300993848,1050
416,4,4,0.9653233364573571,0.9809523809523809,0.9730751062824752,1050
416,5,5,0.9799809342230696,0.979047619047619,0.9795140543115769,1050
416,6,6,0.9693192713326941,0.9628571428571429,0.9660774008600096,1050
416,7,7,0.9827420901246404,0.9761904761904762,0.9794553272814143,1050
416,8,8,0.9789069990412272,0.9723809523809523,0.9756330625895844,1050
416,9,9,0.9902818270165209,0.9704761904761905,0.9802789802789802,1050
432,0,0,0.982791586998088,0.979047619047619,0.9809160305343512,1050
432,1,1,0.9615384615384616,0.9761904761904762,0.9688090737240076,1050
432,2,2,0.969785575048733,0.9476190476190476,0.9585741811175338,1050
432,3,3,0.98,0.98,0.98,1050
432,4,4,0.9666030534351145,0.9647619047619047,0.9656816015252622,1050
432,5,5,0.9504132231404959,0.9857142857142858,0.967741935483871,1050
432,6,6,0.9776264591439688,0.9571428571428572,0.9672762271414822,1050
432,7,7,0.9826589595375722,0.9714285714285714,0.9770114942528735,1050
432,8,8,0.9661335841956726,0.9780952380952381,0.972077614765736,1050
432,9,9,0.9789674952198852,0.9752380952380952,0.9770992366412213,1050
448,0,0,0.9892891918208374,0.9676190476190476,0.9783341357727492,1050
448,1,1,0.982642237222758,0.9704761904761905,0.9765213224724484,1050
448,2,2,0.9563981042654028,0.960952380952381,0.9586698337292162,1050
448,3,3,0.9745762711864406,0.9857142857142858,0.9801136363636362,1050
448,4,4,0.9598130841121495,0.9780952380952381,0.968867924528302,1050
448,5,5,0.968075117370892,0.981904761904762,0.9749408983451537,1050
448,6,6,0.9594721960414703,0.9695238095238096,0.964471814306016,1050
448,7,7,0.9865384615384616,0.9771428571428571,0.9818181818181818,1050
448,8,8,0.9789875835721108,0.9761904761904762,0.977587029089175,1050
448,9,9,0.9864864864864865,0.9733333333333334,0.9798657718120806,1050
464,0,0,0.9818007662835249,0.9761904761904762,0.9789875835721107,1050
464,1,1,0.9845261121856866,0.9695238095238096,0.9769673704414586,1050
464,2,2,0.9644230769230769,0.9552380952380952,0.9598086124401914,1050
464,3,3,0.9720149253731343,0.9923809523809524,0.9820923656927426,1050
464,4,4,0.9686311787072244,0.9704761904761905,0.9695528068506185,1050
464,5,5,0.9855907780979827,0.9771428571428571,0.9813486370157818,1050
464,6,6,0.959280303030303,0.9647619047619047,0.9620132953466287,1050
464,7,7,0.9855072463768116,0.9714285714285714,0.9784172661870504,1050
464,8,8,0.9708097928436912,0.981904761904762,0.9763257575757575,1050
464,9,9,0.9671052631578947,0.98,0.9735099337748344,1050
480,0,0,0.9856459330143541,0.9809523809523809,0.9832935560859187,1050
480,1,1,0.9845410628019323,0.9704761904761905,0.9774580335731415,1050
480,2,2,0.9485981308411215,0.9666666666666667,0.9575471698113207,1050
480,3,3,0.9629972247918593,0.9914285714285714,0.9770061004223369,1050
480,4,4,0.9662288930581614,0.9809523809523809,0.9735349716446124,1050
480,5,5,0.9902723735408561,0.9695238095238096,0.9797882579403273,1050
480,6,6,0.9648956356736242,0.9685714285714285,0.9667300380228138,1050
480,7,7,0.9893307468477207,0.9714285714285714,0.980297933685728,1050
480,8,8,0.9826756496631376,0.9723809523809523,0.9775011967448539,1050
480,9,9,0.9838249286393911,0.9847619047619047,0.9842931937172775,1050
496,0,0,0.9762357414448669,0.9780952380952381,0.9771646051379638,1050
496,1,1,0.9707822808671065,0.9809523809523809,0.975840833728091,1050
496,2,2,0.9599236641221374,0.9580952380952381,0.9590085795996186,1050
496,3,3,0.9817307692307692,0.9723809523809523,0.9770334928229665,1050
496,4,4,0.9631379962192816,0.9704761904761905,0.9667931688804554,1050
496,5,5,0.9661654135338346,0.979047619047619,0.9725638599810785,1050
496,6,6,0.9623706491063029,0.9742857142857143,0.9682915286322764,1050
496,7,7,0.9818355640535373,0.9780952380952381,0.9799618320610688,1050
496,8,8,0.9864864864864865,0.9733333333333334,0.9798657718120806,1050
496,9,9,0.9854651162790697,0.9685714285714285,0.9769452449567723,1050
512,0,0,0.9866412213740458,0.9847619047619047,0.9857006673021925,1050
512,1,1,0.981904761904762,0.981904761904762,0.981904761904762,1050
512,2,2,0.9511737089201878,0.9647619047619047,0.957919621749409,1050
512,3,3,0.9772942289498581,0.9838095238095238,0.9805410536307546,1050
512,4,4,0.9615023474178404,0.9752380952380952,0.968321513002364,1050
512,5,5,0.9835589941972921,0.9685714285714285,0.9760076775431862,1050
512,6,6,0.9775171065493646,0.9523809523809523,0.964785335262904,1050
512,7,7,0.9735599622285175,0.981904761904762,0.9777145566619252,1050
512,8,8,0.9799426934097422,0.9771428571428571,0.9785407725321889,1050
512,9,9,0.9809885931558935,0.9828571428571429,0.9819219790675547,1050
